1#P-08891#A'Court#Alan#9/30/1934#1#{1958}#0
2#P-08589#Aaronson#Brenden#10/22/2000#1#{2022}#0
3#P-04897#Abadzhiev#Stefan#7/3/1934#1#{1966}#0
4#P-05556#Abalo#Jean-Paul#6/26/1975#1#{2006}#0
5#P-08163#Abanda#Patrice#8/3/1978#1#{1998}#0
6#P-04427#Abate#Ignazio#11/12/1986#1#{2014}#0
7#P-03687#Abbadie#Julio#9/7/1930#1#{1954}#0
8#P-09495#Abbes#Claude#5/24/1927#2#{1954, 1958}#1
9#P-05092#Abbiati#Christian#7/8/1977#1#{2002}#1
10#P-07645#Abbondanzieri#Roberto#8/19/1972#1#{2006}#1
11#P-01553#Abd Al-Jawad#Mohamed#11/28/1962#1#{1994}#0
12#P-00267#Abdel Rahman#Adel#12/11/1967#1#{1990}#0
13#P-00293#Abdel Shafy#Mohamed#7/1/1985#1#{2018}#0
14#P-09017#Abdel-Hamid#Gamal#11/24/1957#1#{1990}#0
15#P-09377#Abdelghani#Magdi#7/27/1959#1#{1990}#0
16#P-03371#Abdellah#Nacer#3/3/1966#1#{1994}#0
17#P-00323#Abdi#Ali#12/20/1993#1#{2022}#0
18#P-00900#Abdollahi#Nasrollah#9/2/1951#1#{1978}#0
19#P-03807#Abdoun#Djamel#2/14/1986#1#{2010}#0
20#P-02068#Abdul Samed#Salis#3/26/2000#1#{2022}#0
21#P-03837#Abdulghani#Hussein#1/21/1977#2#{2002, 2006}#0
22#P-09643#Abdulghani#Hussein#1/23/1977#1#{1998}#0
23#P-06913#Abdulhamid#Saud#7/18/1999#1#{2022}#0
24#P-09894#Abdullah#Majed#11/1/1959#1#{1994}#0
25#P-03995#Abdullahi#Shehu#3/12/1993#1#{2018}#0
26#P-00290#Abdulrahman#Fahad#10/10/1962#1#{1990}#0
27#P-08275#Abe#Yuki#9/6/1981#1#{2010}#0
28#P-05656#Abedzadeh#Ahmad Reza#5/25/1966#1#{1998}#1
29#P-09414#Abedzadeh#Amir#4/26/1993#2#{2018, 2022}#1
30#P-05438#Abega#Theophile#7/9/1954#1#{1982}#0
31#P-00794#Abegglen#Andre#3/7/1909#2#{1934, 1938}#0
32#P-03292#Abel#not applicable#9/1/1952#1#{1978}#0
33#P-08182#Abelardo#not applicable#3/19/1970#2#{1994, 1998}#0
34#P-06599#Abeledo#Ramon#4/29/1937#1#{1962}#0
35#P-09195#Abid#Anad#8/3/1955#1#{1986}#0
